Blue,RT @billy4173: I thought Lukaku was supposed to be good inside the box. He?s shit.#Lukaku #manchesterderby,-22.9337693,14.5260898
Blue,"RT @PepTeam: ?We played outstanding. For us to come here to Old Trafford and play the way we played, I am delighted. Jugamos inc? ",53.46310955,-2.29138648505454
Blue,"RT @OfficialSGoater: #manchesterderby And everyone keeps telling me about DeGea! @Ederson is the real deal, you just seen it yourself.",-12.3463444,-56.0950428
Blue,Maxi rissa negli spogliatoi al termine del #ManchesterDerby https://t.co/4AdVInSwZe,44.77819345,20.4805622198187
Blue,"Romelu Lukaku spelled backwards is ukakuL ulemoR, which makes absolutely no sense. Just like the ?75m Man United sp? https://t.co/H6Qf6vGgte",-22.9337693,14.5260898
Blue,Manchester is Blue ? https://t.co/5Y1XsQMQF4,43.2710254,-124.0864771
Blue,"RT @5liveSport: ""They outfought and outplayed #MUFC"" - @RobbieSavage8 Is the Premier League? title race over after #MCFC's derby? ",53.4642667,-2.29419350026907
Blue,RT @GarinCFC1905: Manchester is and always will be Red because if you look through the History of Both Clubs Man Utd are the more Suc? ,17.087222,-96.033889
Blue,RT @AdvBarryRoux: Kevin De Bruyne is the best footballer in the English Premier League. #MUNMCI #ManchesterDerby,38.3345045,-86.4641498
Blue,Was this to delph too @chrisrockmufc ? https://t.co/DtoptneLYt,39.4782641,-81.5488945
Blue,Smh https://t.co/BGp6xNjJeB,18.09097125,-15.984007110277
Blue,Nothing lovely like Manchester City football this season #manchestercity #manchesterderby,53.4791301,-2.2441009
Blue,RT @iam_ukaydavid: We missed POGBA #ManchesterDerby,30.397878,-97.6160896
Blue,Manchester derby disrupted by flare thrown at City&amp;#39;s Bernardo Silva #ManchesterDerby ?? ?? https://t.co/oXcxvsHO4b,51.5156177,-0.0919983
Blue,RT @PepTeam: ?We showed that this kind of football can be played in England. We showed it is possible to have the courage to pla? ,52.7954791,-0.540240286617432
Blue,Man Utd 1-2 Man City report #mufc #mcfc #manchesterderby https://t.co/i2HikTzgCL,54.2358167,-4.51459874569825
Blue,RT @gullyburrows: This is a Lukaku miss not an Ederson save #ManchesterDerby #MUNMCI https://t.co/X8Zb3wBDad,-22.9337693,14.5260898
Blue,This aerial view of Manchester is very eye catching #ManchesterDerby https://t.co/ifwaqHTvPo,-1.719477,51.610819
Blue,#ManchesterDerby #Vikings #???_???????? ???Please vote number 1 https://t.co/pSxpJq9BV9,30.7120412,-96.3813044
Blue,RT @gullyburrows: This is a Lukaku miss not an Ederson save #ManchesterDerby #MUNMCI https://t.co/X8Zb3wBDad,-22.9337693,14.5260898
Blue,"RT @thegreyshutter: If Manchester United had bought bitcoin with 75 million pounds this summer, they would have been able to afford Mes? ",12.9345952,77.6094985
Blue,RT @Chelsea4Pidgin: The instruction wey mourinho give lukaku before match start #MUNMCI #ManchesterDerby #MUFC https://t.co/jBIw48gRaf,53.4642667,-2.29419350026907
Blue,RT @TheSportsman: ? League goals this season... - Otamendi: 4 - Lingard: 3 - Pogba: 3 Not bad for a centre back! #ManchesterDerby http?,-38.1122339,-57.8456287
Blue,RT @442stat: Manchester United's Bus Got Destroyed??? #ManchesterUnited #ManchesterCity #ManCity #ManUtd #ManUtdvManCity #MUFC? ,40.2184039,-79.4878157
Blue,"RT @BeWarmers: Before you laugh at kids who believe in Santa Claus, remember, there are adults who actually believe Romelu Lukaku? ",38.1200538,-86.9141607
Blue,"RT @BenegiftFree: Start off your #sundaymorning by entering our #giveaway to win $20 to #Amazon! ?Just RT &amp; FOLLOW to enter, ends 12/? ",-2.5920042,-57.1715224
Blue,what a miss. worst signing ever. Djemba Djemba ka b baap https://t.co/8lkO3I09J3,3.3514828,14.995875
Blue,"Chiss? se, vedendo il #ManchesterDerby, @realvarriale abbia confrontato l'Old Trafford con il San Paolo e abbia c? https://t.co/LJFcFpridf",46.5357628,9.8687619
Blue,?? ?Por Qu? la Elecciones en dictadura es una estafa? por @ Humbertotweets #Republicos #Venezuela #8Dic ###### 0PW? https://t.co/0iAKIH3YYi,41.1496775,-81.2082
Blue,RT @TWEETORACLE: GOaaaaal!! David Silva slots it in for Man City #ManchesterDerby,20.5684174,-100.4200778
Blue,RT @BeWarmers: Romelu Lukaku spelled backwards is ukakul ulemor which makes no sense just like the ?75M Manchester United spent on him. #M?,40.2184039,-79.4878157
Blue,"RT @thegreyshutter: If Manchester United had bought bitcoin with 75 million pounds this summer, they would have been able to afford Mes? ",12.9345952,77.6094985
Blue,RT @AshleyRaksu: Really don?t want city to win this... @MarcusRashford Hat-Trick and 3-2 United... yeah sounds realistic #manchesterderby,40.2184039,-79.4878157
Blue,#ManchesterDerby #MUNMCI . Its not Lukaku's fault when you allow him to be there in first place. We were just unluc? https://t.co/33sJWD6d6L,-22.9337693,14.5260898
Blue,"RT @krisayyor: I 1-2 thank God from the bottom of my heart,that He didn?t let us to be foolish to sign Lukaku,He made the idiot r? ",-22.9337693,14.5260898
Blue,"RT @ArsenalMoh8: On the plus side @ManUtd fans, at least you got to see some quality football at Old Trafford today! ??? Pep &gt; Mourinho #M?",53.46310955,-2.29138648505454
Blue,RT @Crazysandra101: Have you ever seen a more arrogant club and fanbase than Man City? As a MUFC fan I remember us always treating them? ,-33.8664228,151.2098674
Blue,"RT @gmpolice: Statement from Chief Inspector Dean Howard, match commander for today?s #ManchesterDerby https://t.co/Ux4QVmqvTQ",39.2305289,-76.9166241
Blue,you would never see a half and half scarf at a #northlondonderby https://t.co/DIlBtGlz8d,-0.749462,50.861405
Blue,"?? Estamos Presenciando la disoluci?n del Estado, y el Estallido T0Y #Partitocracia ?? 9MO --&gt;&gt; paulinho --&gt;&gt;? https://t.co/ogiWBFGbKv",-1.550272,-45.5238338
Blue,An ambitious young man has a goal and seeks to achieve it. Click No. 1 to achieve this???? https://t.co/BtR3UhrpRZ #ManchesterDerby,59.6654595,10.7954293
Blue,RT @arjunk26: Baba that?s lovely use of the new longer tweets...i feel ur ready for commentary tonight... https://t.co/T8YgspaN3a,10.3315286,10.3755413058646
Blue,"RT @thegreyshutter: If Manchester United had bought bitcoin with 75 million pounds this summer, they would have been able to afford Mes? ",12.9345952,77.6094985
Blue,RT @BeWarmers: Romelu Lukaku spelled backwards is ukakul ulemor which makes no sense just like the ?75M Manchester United spent on him. #M?,40.2184039,-79.4878157
Blue,RT @SoccerAM: Did Herrera dive? RT for Yes ? LIKE for No ? #ManchesterDerby https://t.co/IpSLavnSaA,60.5000209,9.0999715
Blue,RT @jerryjones99: Lukaku just got his revenge on DeGea for not letting him score in the Arsenal game #ManchesterDerby #MUNMCI https://t.co/?,-22.9337693,14.5260898
Blue,"Lukaku is proving to be a waste!, Chelsea should have bought him instead. Basically played the entire match in our? https://t.co/NSBsg0pTEy",-22.9337693,14.5260898
Blue,RT @BeWarmers: Romelu Lukaku spelled backwards is ukakul ulemor which makes no sense just like the ?75M Manchester United spent on him. #M?,40.2184039,-79.4878157
Blue,RT @iSportsOracle: Retweet if you agree with David Beckham !!! #ManchesterDerby #MCFC #MUFC #MUNMCI #GGMU #utdvcity #mufc_family #PL? ,52.8115663,-1.7559016878562
Blue,#ManchesterDerby #Vikings #???_???????? ???Please vote number 4 https://t.co/cpK6SGTmt9,30.7120412,-96.3813044
Blue,"RT @GeneralisaRed: ""#Lukaku on the #Manchesterderby #AstroEPL https://t.co/hw4Z5dvrFs""",-22.9337693,14.5260898
Blue,Blimey talk about worshipping idols with feet of cocaine. FFS. https://t.co/IAJOkeckuY,34.9983349,-89.9936913
Blue,RT @LaurynGoodman: Lukaku I?m sorry but you are SHIT. What an error ? #ManchesterDerby,11.58333,38.58333
Blue,"RT @DudleyWFEN: I'm here at Old Trafford where #ManUtd fans are chanting ""rhythm is a dancer, silva has got cancer"" to goal scorer? ",53.46310955,-2.29138648505454
