Blue,RT @BillyBobDullard: #TheResistance #resist #MAGA #RoyMoore #RoyMooreChildMolester #impeachtrump #TrumpRussia #DigDoug #DougJones? ,10.8417087,14.9526084
Blue,"RT @funder: I found this video of Donald Trump signing a $20M deal with Russian billionaire Aras Agalarov, a staunch ally of Pu? ",41.2611611,-73.8043918341937
Blue,"RT @funder: I found this video of Donald Trump signing a $20M deal with Russian billionaire Aras Agalarov, a staunch ally of Pu? ",41.2611611,-73.8043918341937
Blue,"RT @TeaPainUSA: THREAD on the week ahead. 1) As Tea Pain promised you, the pace of the news became fast and furious last week wi? ",42.8220151,-6.6151558
Blue,RT @funder: This article is a must read. It describes how Trump?s Jerusalem decision benefits Putin the most. And how Russia ma? ,40.8283916,-81.3484451
Blue,"RT @FMoniteau: ""Evangelical Republican"" is a perversion of christianity. Their support of people like Roy Moore and Trump shows th? ",35.7883742,-102.0354613
Blue,RT @stompk: Trump called the people in Washington DC sick in his Pensacola speech. He was referring to the #SpiritCookers? ,40.8283916,-81.3484451
Blue,Make no mistake #Trump and @Gop are the filth of the planet... every thing a human should never aspire to be... dev? https://t.co/VLL8ea0hWk,-23.69259,21.785025
Blue,What else can i say? Roy Moore hates the Constution! @realDonaldTrump wants him to be a senator. #Resist https://t.co/scGPBMlQDr,35.7480019,-78.9737181
Blue,RT @Dax_x98: #BeKindToOneAnother #NoHate #PeaceToTheWorld #Love #StopHate #NoPlaceForHate #LoveTrumpsHate #LGBT #Black #White? ,37.3313181,-121.907993374497
Blue,"So @SIRIUSXM decided to give @StephenBannon a platform to voice his Nazi propaganda, like it makes them a Free Spee? https://t.co/I5ykz5iWib",38.91029665,-77.006005841715
Blue,"RT @funder: I found this video of Donald Trump signing a $20M deal with Russian billionaire Aras Agalarov, a staunch ally of Pu? ",41.2611611,-73.8043918341937
Blue,"RT @funder: I found this video of Donald Trump signing a $20M deal with Russian billionaire Aras Agalarov, a staunch ally of Pu? ",41.2611611,-73.8043918341937
Blue,RT @Marmel: If you were playing wondering where Giuliani was and guessed ?neck deep in #TrumpRussia? congratulations on winning? ,44.4470589,8.0307915
Blue,Hillary Lied. People died. ?? #MAGA #TrumpTrain #POTUS #resist,-29.8833333,30.9402778
Blue,"RT @DaShanneStokes: Congress, the longer you take to remove Trump, the more he hurts our country. Please RT if you agree. #resist? ",34.162526,-112.8507374
Blue,"RT @funder: #TrumpLeaks Docs: Sen Lindsey Graham's super PAC took $800,000 from a pro-Putin Ukrainian businessman in 2015? ",53.37484435,-0.00108692617449637
Blue,"RT @funder: I found this damning video of Donald Trump Jr saying ""I've been to Russia many times. Spent a lot of time looking a? ",41.2611611,-73.8043918341937
Blue,RT @TrueBamboo: Pope not laughing like a jackass eating briars like he did rubbing up to #Obama. #laughing Pope no more. #QAnon m? ,4.616667,6.233333
Blue,"RT @Rindie62: If the election were held today, knowing what you know now, who would you vote for? Please RT #TrumpRussia #MAGA #StillWithHer",10.8417087,14.9526084
Blue,RT @funder: This article is a must read. It describes how Trump?s Jerusalem decision benefits Putin the most. And how Russia ma? ,40.8283916,-81.3484451
Blue,RT @JackPolakoff: @ColMorrisDavis @Photomom11 @realDonaldTrump Our president can take comfort that 25% of voters do NOT want Congress? ,28.7572309,-17.88511095
Blue,"RT @funder: I found this damning video of Donald Trump Jr saying ""I've been to Russia many times. Spent a lot of time looking a? ",41.2611611,-73.8043918341937
Blue,"RT @DaShanneStokes: Please RT if you think that the longer Trump is left in office, the greater is the damage he does to America and th? ",39.1113753,-84.5131298
Blue,RT @Dax_x98: @realDonaldTrump @GOP @WhiteHouse @PressSec #TheResistance #Resist #Trump #DonaldTrumpFail #Republicans? ,18.0908625,-77.9669634
Blue,"RT @DaShanneStokes: Please RT if you think that the longer Trump is left in office, the greater is the damage he does to America and th? ",39.1113753,-84.5131298
Blue,RT @iyouport_news: ??????????? #Beijing #resist ???????????????? https://t.co/9aO4dgi1KZ,39.9059631,116.391248
Blue,RT @funder: Rep. Schiff: Evidence Against Trump Campaign in Russia Probe Is Pretty Damning #TrumpConspired #AMJoy https://t.co/3FUjAk2rQk,64.6863136,97.7453061
Blue,RT @MichaelCautillo: @ahomeforlayla @ahomeforlayla is a Russian bot based in upstate New York. Ignore it. #LockHimUp #ImpeachTrump #Resista?,10.4955341,-63.1716872
Blue,RT @vannsmole: Who cares HOW LONG CNN has been around?! There's no significance whatsoever to that. They hafta retract their li? ,54.4330249,-3.0108269
Blue,RT @dabeard: The First Domino: How did #Trump aide rise so fast? And then fall ? toward a guilty plea &amp; key role in outlining th? ,49.7260013,9.5609209
Blue,"RT @ExistentialEnso: Heather Heyer was a leftist member of the IWW. She was very much *not* a ""Vote Blue No Matter Who"" sort of person,? ",51.3539005,6.45488817413001
Blue,RT @funder: Rep. Schiff: Evidence Against Trump Campaign in Russia Probe Is Pretty Damning #TrumpConspired #AMJoy https://t.co/3FUjAk2rQk,64.6863136,97.7453061
Blue,RT @laureldavilacpa: ?Questions from my friend Jay. Obviously not everyone who votes for Roy Moore fits each of these answers?but I thin? ,40.4370864,-85.0212356
Blue,RT @funder: This article is a must read. It describes how Trump?s Jerusalem decision benefits Putin the most. And how Russia ma? ,40.8283916,-81.3484451
Blue,RT @Anti_DJTrump: Alabama ex-cop says she was tasked with keeping Roy Moore away from cheerleaders at high school games? ,33.2588817,-86.8295337
Blue,"RT @gettinnoticedmo: If you hate the fact that Roy Moore is a pedophile, but can't vote for Doug Jones because he is a Democrat.... I u? ",35.7883742,-102.0354613
Blue,"RT @Dax_x98: In The Words Of @DonaldJTrumpJr ""I Love It"" #TheResistance #AMJoy #Resist #Trump #TrumpLies? ",40.8283916,-81.3484451
Blue,RT @funder: This article is a must read. It describes how Trump?s Jerusalem decision benefits Putin the most. And how Russia ma? ,40.8283916,-81.3484451
Blue,RT @michellebullet1: #Obama says he wants to go away and be quiet for awhile-shut up forever sounds better https://t.co/9Oi4dF1Pc4,4.616667,6.233333
Blue,RT @okinternetwork: Trump only likes news about Trump. #ImpeachTrump #Resistance #POTUS #TrumpImpeachmentParty https://t.co/25XjwBjuCl,40.8283916,-81.3484451
Blue,"RT @UpInHollywood1: The 265 members of Congress who sold you out to ISPs, and how much it cost to buy them https://t.co/32mNPLmGGf - IC? ",34.162526,-112.8507374
Blue,I've been around longer than #FakeNews CNN and I plan to persist. #MAGA on people. Gotta get me some Fox News! https://t.co/RO35E4lfuj,10.8417087,14.9526084
Blue,"RT @funder: I found this video of Donald Trump signing a $20M deal with Russian billionaire Aras Agalarov, a staunch ally of Pu? ",41.2611611,-73.8043918341937
Blue,RT @laureldavilacpa: ?Questions from my friend Jay. Obviously not everyone who votes for Roy Moore fits each of these answers?but I thin? ,40.4370864,-85.0212356
Blue,@NatResources @patagonia @NatResources STOP lying to the American People!!! @patagonia is trying to save the Americ? https://t.co/H2PJqEsDXu,31.9510266,-102.16763
Blue,RT @funder: This article is a must read. It describes how Trump?s Jerusalem decision benefits Putin the most. And how Russia ma? ,40.8283916,-81.3484451
Blue,Inside #MaraLago for 48 Hours Critical to the #RussiaInvestigation. #TrumpRussia #RussiaGate #Flynn #TisTheTreason https://t.co/M2rACH5p86,-2.12493765,-79.8619243048389
Blue,RT @wa_kahugu: #Resist ?Uhuru to Raila: wait until 2022 to negotiate with DP Ruto? Uhuru must be drunk with power! It?s not Raila? ,50.5185681,11.7920305
Blue,Beaded feather #safetypin dangle earrings Choose from three color varieties Sales go to Native American Rights Fun? https://t.co/IOHLd2MgvR,35.888278,-78.737926
Blue,RT @laureldavilacpa: ?Questions from my friend Jay. Obviously not everyone who votes for Roy Moore fits each of these answers?but I thin? ,40.4370864,-85.0212356
Blue,RT @okinternetwork: Trump only likes news about Trump. #ImpeachTrump #Resistance #POTUS #TrumpImpeachmentParty https://t.co/25XjwBjuCl,40.8283916,-81.3484451
Blue,RT JSavoly: Senate Majority Leader Says #TraitorTrump Blabbed To Him About Russia; There?s Just One Problem #TrumpRussiaCollusion https:/?,33.174282,-98.2942153
Blue,RT @SolomonAtlee: @SenFranken @alfranken 4/ Why is #Tweeden on Hannity using #RogerStone talking points on two topics he is obsessed? ,55.1671917,-2.8111289
